image_id,breed,species,split,center_x,center_y,xmin,ymin,xmax,ymax,normalized_area
american_three_toed_woodpecker_0021_179832,american_three_toed_woodpecker,bird,train,0.552,0.625899,197,36,355,138,0.23188489208633092
american_three_toed_woodpecker_0046_796153,american_three_toed_woodpecker,bird,train,0.380332,0.575,10,83,311,492,0.5834549763033176
american_three_toed_woodpecker_0026_796157,american_three_toed_woodpecker,bird,test,0.607713,0.493,138,104,319,389,0.2743882978723404
american_three_toed_woodpecker_0035_796158,american_three_toed_woodpecker,bird,test,0.458333,0.59625,31,90,244,387,0.527175
pileated_woodpecker_0075_180480,pileated_woodpecker,bird,test,0.334,0.629167,109,102,225,351,0.16046666666666667
pileated_woodpecker_0125_179971,pileated_woodpecker,bird,train,0.453763,0.511,127,95,295,416,0.2319483870967742
pileated_woodpecker_0119_180030,pileated_woodpecker,bird,train,0.5175,0.539,133,104,281,435,0.24494
pileated_woodpecker_0089_179969,pileated_woodpecker,bird,train,0.563,0.544,127,35,436,373,0.557024
pileated_woodpecker_0012_179976,pileated_woodpecker,bird,test,0.324,0.492,69,83,255,409,0.242544
pileated_woodpecker_0013_180746,pileated_woodpecker,bird,test,0.507,0.520833,126,107,381,343,0.2786111111111111
pileated_woodpecker_0078_180236,pileated_woodpecker,bird,train,0.586,0.60961,231,100,355,306,0.1534174174174174
pileated_woodpecker_0105_180246,pileated_woodpecker,bird,train,0.419,0.576,142,98,277,334,0.16992
pileated_woodpecker_0081_180249,pileated_woodpecker,bird,train,0.563736,0.537,129,121,384,416,0.33065934065934066
pileated_woodpecker_0025_180253,pileated_woodpecker,bird,train,0.476,0.752252,160,183,316,318,0.1264864864864865
pileated_woodpecker_0028_180258,pileated_woodpecker,bird,train,0.622,0.615,239,110,383,382,0.19584
pileated_woodpecker_0072_180006,pileated_woodpecker,bird,train,0.596995,0.48,111,44,326,436,0.46054644808743167
pileated_woodpecker_0011_180519,pileated_woodpecker,bird,train,0.396552,0.615,95,180,227,435,0.1658128078817734
pileated_woodpecker_0110_180521,pileated_woodpecker,bird,train,0.34125,0.553,47,99,226,454,0.317725
pileated_woodpecker_0082_180523,pileated_woodpecker,bird,test,0.452,0.602667,149,112,303,340,0.187264
pileated_woodpecker_0039_180012,pileated_woodpecker,bird,test,0.550595,0.524,95,144,275,380,0.25285714285714284
pileated_woodpecker_0002_180024,pileated_woodpecker,bird,test,0.578,0.545333,152,43,426,366,0.4720106666666667
pileated_woodpecker_0121_180026,pileated_woodpecker,bird,test,0.408257,0.517,116,150,240,367,0.12343119266055046
pileated_woodpecker_0077_180286,pileated_woodpecker,bird,train,0.375,0.610644,47,95,328,341,0.3872605042016807
pileated_woodpecker_0070_180034,pileated_woodpecker,bird,test,0.382353,0.602,65,120,208,482,0.29000560224089633
pileated_woodpecker_0067_179979,pileated_woodpecker,bird,test,0.434524,0.532,41,69,251,463,0.4925
pileated_woodpecker_0083_180038,pileated_woodpecker,bird,test,0.487988,0.526,108,121,217,405,0.18592192192192192
pileated_woodpecker_0038_180300,pileated_woodpecker,bird,train,0.516,0.614667,177,87,339,374,0.247968
pileated_woodpecker_0074_180306,pileated_woodpecker,bird,test,0.33875,0.675,60,191,211,484,0.221215
pileated_woodpecker_0004_180307,pileated_woodpecker,bird,train,0.599462,0.502,129,67,317,435,0.37195698924731185
pileated_woodpecker_0088_180054,pileated_woodpecker,bird,train,0.600251,0.514,172,147,307,367,0.14887218045112782
pileated_woodpecker_0065_180324,pileated_woodpecker,bird,train,0.591592,0.47,120,69,274,401,0.3070750750750751
pileated_woodpecker_0015_180072,pileated_woodpecker,bird,test,0.367143,0.667,60,226,197,441,0.16831428571428572
pileated_woodpecker_0123_180076,pileated_woodpecker,bird,test,0.546,0.641333,178,107,368,374,0.27056
pileated_woodpecker_0080_180589,pileated_woodpecker,bird,test,0.36,0.544,43,146,317,262,0.16951466666666667
pileated_woodpecker_0091_180343,pileated_woodpecker,bird,test,0.485,0.536,174,72,311,330,0.188512
pileated_woodpecker_0073_180345,pileated_woodpecker,bird,test,0.58,0.519178,238,104,342,275,0.09744657534246576
pileated_woodpecker_0032_180347,pileated_woodpecker,bird,train,0.549679,0.555,37,56,306,499,0.7638910256410256
pileated_woodpecker_0056_180094,pileated_woodpecker,bird,train,0.503,0.515493,169,62,334,304,0.22495774647887323
pileated_woodpecker_0009_180460,pileated_woodpecker,bird,test,0.458333,0.594,73,108,246,486,0.37582758620689655
pileated_woodpecker_0057_180612,pileated_woodpecker,bird,train,0.373874,0.456,51,87,198,369,0.24897297297297297
pileated_woodpecker_0093_180205,pileated_woodpecker,bird,test,0.52,0.690367,64,167,456,435,0.48190825688073397
pileated_woodpecker_0026_180078,pileated_woodpecker,bird,test,0.475,0.504777,52,68,423,249,0.42771337579617835
pileated_woodpecker_0079_180388,pileated_woodpecker,bird,train,0.34,0.558667,76,50,264,369,0.31985066666666667
pileated_woodpecker_0097_180392,pileated_woodpecker,bird,test,0.375,0.521,84,65,291,456,0.323748
pileated_woodpecker_0118_180138,pileated_woodpecker,bird,test,0.550518,0.563,61,68,364,495,0.6703678756476684
pileated_woodpecker_0050_180398,pileated_woodpecker,bird,test,0.387734,0.534,71,60,302,474,0.39764656964656964
pileated_woodpecker_0008_180400,pileated_woodpecker,bird,train,0.498498,0.51,86,102,246,408,0.29405405405405405
pileated_woodpecker_0086_180096,pileated_woodpecker,bird,test,0.367,0.580692,102,63,265,340,0.2602363112391931
pileated_woodpecker_0034_180419,pileated_woodpecker,bird,train,0.556,0.489501,58,79,498,294,0.4965879265091864
pileated_woodpecker_0124_180168,pileated_woodpecker,bird,train,0.47,0.543544,138,32,332,330,0.3472192192192192
pileated_woodpecker_0098_180170,pileated_woodpecker,bird,test,0.458564,0.582,36,91,296,491,0.574585635359116
pileated_woodpecker_0059_180177,pileated_woodpecker,bird,train,0.507128,0.58,105,81,393,499,0.4903625254582485
pileated_woodpecker_0033_180179,pileated_woodpecker,bird,train,0.548485,0.541,75,77,287,464,0.49723636363636364
pileated_woodpecker_0112_180439,pileated_woodpecker,bird,train,0.427,0.574667,118,76,309,355,0.284208
pileated_woodpecker_0060_180443,pileated_woodpecker,bird,test,0.475976,0.591,65,142,252,449,0.3447987987987988
pileated_woodpecker_0106_180446,pileated_woodpecker,bird,test,0.538,0.591592,187,76,351,318,0.23836636636636638
pileated_woodpecker_0114_180455,pileated_woodpecker,bird,test,0.452141,0.526,99,141,260,385,0.19790428211586902
pileated_woodpecker_0116_179948,pileated_woodpecker,bird,train,0.626,0.535639,162,70,464,441,0.4697777777777778
pileated_woodpecker_0041_180461,pileated_woodpecker,bird,test,0.562667,0.565,117,99,305,466,0.3679786666666667
pileated_woodpecker_0030_180208,pileated_woodpecker,bird,train,0.507,0.492117,103,56,404,381,0.4406531531531532
pileated_woodpecker_0027_179956,pileated_woodpecker,bird,test,0.535147,0.529,76,31,396,498,0.6777324263038549
pileated_woodpecker_0087_179959,pileated_woodpecker,bird,train,0.586387,0.546,125,79,323,467,0.4022198952879581
pileated_woodpecker_0053_179960,pileated_woodpecker,bird,test,0.430667,0.562,33,99,290,463,0.4989226666666667
pileated_woodpecker_0051_179965,pileated_woodpecker,bird,train,0.4275,0.532,51,82,291,450,0.4416
red_bellied_woodpecker_0069_181248,red_bellied_woodpecker,bird,train,0.524,0.594907,128,83,396,431,0.43177777777777776
red_bellied_woodpecker_0012_181765,red_bellied_woodpecker,bird,train,0.58375,0.665,146,214,321,451,0.207375
red_bellied_woodpecker_0066_182253,red_bellied_woodpecker,bird,train,0.421,0.481982,85,59,336,262,0.306024024024024
red_bellied_woodpecker_0073_180994,red_bellied_woodpecker,bird,train,0.48,0.533,93,62,339,471,0.4471733333333333
red_bellied_woodpecker_0050_180751,red_bellied_woodpecker,bird,train,0.435,0.598,22,120,413,478,0.559912
red_bellied_woodpecker_0079_181010,red_bellied_woodpecker,bird,test,0.466,0.526316,10,40,456,400,0.7682296650717704
red_bellied_woodpecker_0049_180755,red_bellied_woodpecker,bird,test,0.421283,0.55,58,60,231,490,0.43376093294460644
red_bellied_woodpecker_0025_180756,red_bellied_woodpecker,bird,test,0.425208,0.528,42,101,265,427,0.4027590027700831
red_bellied_woodpecker_0106_180757,red_bellied_woodpecker,bird,test,0.383,0.519722,92,58,291,390,0.3065800464037123
red_bellied_woodpecker_0016_180760,red_bellied_woodpecker,bird,test,0.53,0.48,182,69,348,315,0.20418
red_bellied_woodpecker_0099_180766,red_bellied_woodpecker,bird,train,0.48048,0.512,59,23,261,489,0.5653573573573574
red_bellied_woodpecker_0021_182303,red_bellied_woodpecker,bird,train,0.577287,0.647,96,198,270,449,0.27554574132492116
red_bellied_woodpecker_0055_180768,red_bellied_woodpecker,bird,train,0.596,0.650127,195,153,401,358,0.21491094147582698
red_bellied_woodpecker_0015_182320,red_bellied_woodpecker,bird,test,0.358859,0.449,3,73,236,376,0.42401801801801803
red_bellied_woodpecker_0010_180772,red_bellied_woodpecker,bird,train,0.481,0.579819,124,66,357,319,0.3551144578313253
red_bellied_woodpecker_0115_180775,red_bellied_woodpecker,bird,train,0.53,0.514957,145,55,385,186,0.26871794871794874
red_bellied_woodpecker_0125_180780,red_bellied_woodpecker,bird,train,0.605,0.617464,236,155,369,439,0.15705613305613306
red_bellied_woodpecker_0058_182317,red_bellied_woodpecker,bird,train,0.495495,0.567,36,113,294,454,0.5283963963963964
red_bellied_woodpecker_0026_180783,red_bellied_woodpecker,bird,train,0.606443,0.555,138,56,295,499,0.38964145658263305
red_bellied_woodpecker_0075_180788,red_bellied_woodpecker,bird,test,0.363,0.54,80,44,283,388,0.34916
red_bellied_woodpecker_0077_182334,red_bellied_woodpecker,bird,train,0.424157,0.542,25,43,277,499,0.6455730337078651
red_bellied_woodpecker_0020_182335,red_bellied_woodpecker,bird,train,0.456,0.575,79,82,263,493,0.403328
red_bellied_woodpecker_0081_182336,red_bellied_woodpecker,bird,test,0.54,0.557,127,81,305,476,0.35155
red_bellied_woodpecker_0103_180803,red_bellied_woodpecker,bird,train,0.497199,0.527,20,124,335,403,0.4923529411764706
red_bellied_woodpecker_0028_181830,red_bellied_woodpecker,bird,train,0.643,0.562834,227,50,416,371,0.3244331550802139
red_bellied_woodpecker_0039_180814,red_bellied_woodpecker,bird,test,0.683646,0.678125,158,235,352,416,0.1961237712243074
red_bellied_woodpecker_0032_181587,red_bellied_woodpecker,bird,test,0.472,0.4625,182,77,290,256,0.1074
red_bellied_woodpecker_0112_180827,red_bellied_woodpecker,bird,train,0.622137,0.546,175,107,314,439,0.2348498727735369
red_bellied_woodpecker_0044_181122,red_bellied_woodpecker,bird,test,0.424,0.558168,65,56,359,395,0.4933960396039604
red_bellied_woodpecker_0104_181616,red_bellied_woodpecker,bird,train,0.427,0.597333,157,146,270,302,0.094016
red_bellied_woodpecker_0097_181363,red_bellied_woodpecker,bird,test,0.49,0.504706,107,84,383,345,0.3389929411764706
red_bellied_woodpecker_0008_180858,red_bellied_woodpecker,bird,test,0.56125,0.492,143,44,306,448,0.32926
red_bellied_woodpecker_0078_181887,red_bellied_woodpecker,bird,test,0.468,0.506667,111,25,357,355,0.43296
red_bellied_woodpecker_0071_180866,red_bellied_woodpecker,bird,test,0.7,0.654667,238,182,462,309,0.15172266666666667
red_bellied_woodpecker_0086_181891,red_bellied_woodpecker,bird,train,0.553,0.53003,145,30,408,323,0.4628168168168168
red_bellied_woodpecker_0057_182154,red_bellied_woodpecker,bird,train,0.459,0.545333,163,63,296,346,0.20074133333333333
red_bellied_woodpecker_0017_181131,red_bellied_woodpecker,bird,train,0.272,0.626506,26,126,246,290,0.21734939759036145
red_bellied_woodpecker_0002_180879,red_bellied_woodpecker,bird,train,0.596045,0.519,87,27,335,492,0.6515254237288136
red_bellied_woodpecker_0089_181907,red_bellied_woodpecker,bird,test,0.559,0.551051,150,83,409,284,0.31266666666666665
red_bellied_woodpecker_0035_181913,red_bellied_woodpecker,bird,test,0.547,0.551,85,75,462,476,0.604708
red_bellied_woodpecker_0042_181062,red_bellied_woodpecker,bird,train,0.641,0.637605,240,166,401,441,0.1860294117647059
red_bellied_woodpecker_0120_181420,red_bellied_woodpecker,bird,train,0.448,0.556,136,44,312,373,0.30882133333333334
red_bellied_woodpecker_0054_182031,red_bellied_woodpecker,bird,test,0.403308,0.553,78,119,239,434,0.2580916030534351
red_bellied_woodpecker_0070_181182,red_bellied_woodpecker,bird,test,0.509657,0.562,117,136,358,426,0.2999570815450644
red_bellied_woodpecker_0110_181188,red_bellied_woodpecker,bird,train,0.494987,0.524,59,87,336,437,0.48596491228070177
red_bellied_woodpecker_0023_181958,red_bellied_woodpecker,bird,test,0.417,0.616,98,88,319,374,0.33709866666666666
red_bellied_woodpecker_0074_180936,red_bellied_woodpecker,bird,test,0.56,0.542582,61,65,499,330,0.6377472527472527
red_bellied_woodpecker_0091_180938,red_bellied_woodpecker,bird,test,0.521,0.54415,127,44,394,449,0.47741721854304636
red_bellied_woodpecker_0088_180941,red_bellied_woodpecker,bird,train,0.493,0.525333,27,60,466,334,0.6415253333333333
red_bellied_woodpecker_0022_181969,red_bellied_woodpecker,bird,train,0.599,0.582633,245,72,354,344,0.1660952380952381
red_bellied_woodpecker_0056_180946,red_bellied_woodpecker,bird,test,0.558,0.606061,104,97,454,383,0.5055555555555555
red_bellied_woodpecker_0095_180948,red_bellied_woodpecker,bird,test,0.34375,0.556,11,98,264,458,0.4554
red_bellied_woodpecker_0068_180949,red_bellied_woodpecker,bird,test,0.416865,0.493,49,32,302,461,0.5156152019002376
red_bellied_woodpecker_0092_182235,red_bellied_woodpecker,bird,test,0.484064,0.483,25,44,218,439,0.6074501992031872
red_bellied_woodpecker_0108_180956,red_bellied_woodpecker,bird,test,0.612,0.507508,219,34,393,304,0.28216216216216217
red_bellied_woodpecker_0009_180961,red_bellied_woodpecker,bird,train,0.626,0.423747,248,68,378,321,0.1433115468409586
red_bellied_woodpecker_0007_182242,red_bellied_woodpecker,bird,test,0.736,0.457,186,34,366,423,0.37344
red_bellied_woodpecker_0114_181092,red_bellied_woodpecker,bird,train,0.5,0.509,44,74,286,435,0.5294666666666666
red_bellied_woodpecker_0031_180975,red_bellied_woodpecker,bird,test,0.434625,0.605,7,118,352,487,0.6164891041162227
red_bellied_woodpecker_0123_182116,red_bellied_woodpecker,bird,test,0.381443,0.618,68,200,228,418,0.1797938144329897
red_cockaded_woodpecker_0052_794752,red_cockaded_woodpecker,bird,train,0.695,0.578283,276,87,419,371,0.2051111111111111
red_cockaded_woodpecker_0008_794753,red_cockaded_woodpecker,bird,test,0.496,0.540921,60,45,188,378,0.4360511508951407
red_cockaded_woodpecker_0007_794755,red_cockaded_woodpecker,bird,train,0.589888,0.536313,52,16,158,176,0.5322955244491872
red_cockaded_woodpecker_0028_182395,red_cockaded_woodpecker,bird,train,0.556,0.510355,228,69,328,276,0.12248520710059171
red_cockaded_woodpecker_0041_182408,red_cockaded_woodpecker,bird,test,0.466752,0.528,93,119,272,409,0.26552429667519184
red_cockaded_woodpecker_0009_182540,red_cockaded_woodpecker,bird,test,0.558651,0.611,91,147,290,464,0.3699882697947214
red_cockaded_woodpecker_0001_182541,red_cockaded_woodpecker,bird,test,0.423,0.585333,154,94,269,345,0.15394666666666668
red_cockaded_woodpecker_0020_182683,red_cockaded_woodpecker,bird,train,0.594667,0.624,169,175,277,449,0.157824
red_cockaded_woodpecker_0042_182373,red_cockaded_woodpecker,bird,test,0.513514,0.606,114,191,228,415,0.15336936936936937
red_cockaded_woodpecker_0035_182435,red_cockaded_woodpecker,bird,test,0.59,0.567568,240,101,350,277,0.11627627627627628
red_cockaded_woodpecker_0048_182599,red_cockaded_woodpecker,bird,test,0.654192,0.583,154,151,283,432,0.21705988023952097
red_cockaded_woodpecker_0010_182451,red_cockaded_woodpecker,bird,train,0.602102,0.508,111,74,290,434,0.387027027027027
red_cockaded_woodpecker_0049_182452,red_cockaded_woodpecker,bird,test,0.638667,0.555,158,136,321,419,0.24602133333333334
red_cockaded_woodpecker_0061_794728,red_cockaded_woodpecker,bird,test,0.404,0.474474,130,30,274,286,0.2214054054054054
red_cockaded_woodpecker_0015_182459,red_cockaded_woodpecker,bird,train,0.533,0.48224,200,53,333,300,0.1795136612021858
red_cockaded_woodpecker_0036_182519,red_cockaded_woodpecker,bird,train,0.587087,0.524,72,26,319,498,0.7002042042042042
red_cockaded_woodpecker_0006_182592,red_cockaded_woodpecker,bird,train,0.742,0.626722,296,93,446,362,0.22231404958677686
red_cockaded_woodpecker_0040_182502,red_cockaded_woodpecker,bird,train,0.558559,0.558,130,131,242,427,0.1991111111111111
red_cockaded_woodpecker_0051_182347,red_cockaded_woodpecker,bird,test,0.543081,0.54,135,47,281,493,0.3400313315926893
red_cockaded_woodpecker_0004_182340,red_cockaded_woodpecker,bird,train,0.486,0.554293,172,97,314,342,0.1757070707070707
red_cockaded_woodpecker_0003_794695,red_cockaded_woodpecker,bird,test,0.468333,0.551836,90,139,191,372,0.1694240460763139
red_cockaded_woodpecker_0002_794696,red_cockaded_woodpecker,bird,train,0.48,0.49697,117,69,219,259,0.1677922077922078
red_cockaded_woodpecker_0012_794697,red_cockaded_woodpecker,bird,train,0.302326,0.422,67,71,167,351,0.14470284237726097
red_cockaded_woodpecker_0021_182647,red_cockaded_woodpecker,bird,train,0.584877,0.631,127,194,252,437,0.1875
red_cockaded_woodpecker_0022_794700,red_cockaded_woodpecker,bird,train,0.733,0.541791,277,87,456,276,0.20197611940298507
red_cockaded_woodpecker_0023_794701,red_cockaded_woodpecker,bird,train,0.497475,0.526,96,45,298,481,0.4448080808080808
red_cockaded_woodpecker_0018_794705,red_cockaded_woodpecker,bird,train,0.443478,0.564669,41,62,163,296,0.39155122754080374
red_cockaded_woodpecker_0054_794699,red_cockaded_woodpecker,bird,train,0.731419,0.546171,164,102,269,383,0.22450237399561723
red_cockaded_woodpecker_0053_794707,red_cockaded_woodpecker,bird,test,0.467181,0.553,37,72,205,481,0.5305945945945946
red_cockaded_woodpecker_0024_794708,red_cockaded_woodpecker,bird,test,0.4,0.52,25,9,135,147,0.506
red_cockaded_woodpecker_0059_794709,red_cockaded_woodpecker,bird,train,0.465,0.555679,73,114,206,385,0.26757980697847067
red_cockaded_woodpecker_0025_794710,red_cockaded_woodpecker,bird,test,0.519608,0.513,135,112,236,401,0.16352380952380952
red_cockaded_woodpecker_0030_794711,red_cockaded_woodpecker,bird,test,0.50625,0.553419,20,26,142,233,0.6745192307692308
red_cockaded_woodpecker_0017_794712,red_cockaded_woodpecker,bird,test,0.494186,0.449029,103,27,237,343,0.2987694739218785
red_cockaded_woodpecker_0027_794713,red_cockaded_woodpecker,bird,train,0.510526,0.470109,24,25,170,148,0.5136727688787185
red_cockaded_woodpecker_0016_182493,red_cockaded_woodpecker,bird,test,0.589,0.5,183,63,406,269,0.2767349397590361
red_cockaded_woodpecker_0014_794718,red_cockaded_woodpecker,bird,test,0.523659,0.502,19,3,313,499,0.9200252365930599
red_cockaded_woodpecker_0038_794719,red_cockaded_woodpecker,bird,test,0.495509,0.554,54,112,277,442,0.4406586826347305
red_cockaded_woodpecker_0034_794720,red_cockaded_woodpecker,bird,test,0.527143,0.51,130,45,239,312,0.23757551020408163
red_cockaded_woodpecker_0047_794704,red_cockaded_woodpecker,bird,test,0.572072,0.533,106,72,275,461,0.39484084084084087
red_cockaded_woodpecker_0046_794722,red_cockaded_woodpecker,bird,test,0.641141,0.61,150,188,277,422,0.1784864864864865
red_cockaded_woodpecker_0062_182371,red_cockaded_woodpecker,bird,train,0.470423,0.468,91,66,243,402,0.2877295774647887
red_cockaded_woodpecker_0029_794724,red_cockaded_woodpecker,bird,train,0.698,0.383908,245,102,453,232,0.12432183908045977
red_cockaded_woodpecker_0057_794725,red_cockaded_woodpecker,bird,test,0.505,0.512422,49,14,254,481,0.6606970324361628
red_cockaded_woodpecker_0044_182374,red_cockaded_woodpecker,bird,test,0.363,0.536685,121,96,242,299,0.1334945652173913
red_cockaded_woodpecker_0033_794721,red_cockaded_woodpecker,bird,train,0.5425,0.588663,41,73,393,332,0.6625581395348837
red_cockaded_woodpecker_0032_182376,red_cockaded_woodpecker,bird,train,0.439,0.613757,131,95,308,369,0.2566031746031746
red_cockaded_woodpecker_0060_182377,red_cockaded_woodpecker,bird,train,0.370871,0.532,47,74,200,458,0.35286486486486485
red_cockaded_woodpecker_0045_794727,red_cockaded_woodpecker,bird,test,0.451883,0.623333,54,102,162,272,0.2560669456066946
red_cockaded_woodpecker_0037_794733,red_cockaded_woodpecker,bird,train,0.519939,0.523,100,131,239,392,0.22257055214723925
red_cockaded_woodpecker_0056_794734,red_cockaded_woodpecker,bird,test,0.406907,0.586,39,101,232,485,0.4451171171171171
red_cockaded_woodpecker_0039_794736,red_cockaded_woodpecker,bird,train,0.333,0.602241,115,98,218,332,0.13502521008403362
red_cockaded_woodpecker_0031_794737,red_cockaded_woodpecker,bird,test,0.443114,0.577821,18,41,130,256,0.5610568745776928
red_cockaded_woodpecker_0058_794739,red_cockaded_woodpecker,bird,train,0.65098,0.608899,110,132,222,388,0.2633236901317904
red_cockaded_woodpecker_0013_794740,red_cockaded_woodpecker,bird,test,0.4675,0.489761,36,29,151,258,0.4494027303754266
red_cockaded_woodpecker_0050_794743,red_cockaded_woodpecker,bird,test,0.686,0.63369,119,127,224,347,0.24705882352941178
red_cockaded_woodpecker_0055_182520,red_cockaded_woodpecker,bird,train,0.562,0.469118,228,91,334,228,0.0854235294117647
red_cockaded_woodpecker_0063_794726,red_cockaded_woodpecker,bird,train,0.535,0.645,143,165,285,480,0.22365
red_headed_woodpecker_0073_182784,red_headed_woodpecker,bird,test,0.437,0.42625,75,72,362,269,0.282695
red_headed_woodpecker_0024_183297,red_headed_woodpecker,bird,test,0.357,0.543544,95,49,262,313,0.2647927927927928
red_headed_woodpecker_0092_182787,red_headed_woodpecker,bird,test,0.552,0.498971,138,51,414,434,0.43501234567901237
red_headed_woodpecker_0041_182788,red_headed_woodpecker,bird,train,0.563,0.568436,167,59,396,348,0.36972625698324024
red_headed_woodpecker_0087_183271,red_headed_woodpecker,bird,test,0.516517,0.554,72,81,272,473,0.4708708708708709
red_headed_woodpecker_0101_182538,red_headed_woodpecker,bird,train,0.501179,0.491,121,106,304,385,0.24083490566037735
red_headed_woodpecker_0011_182803,red_headed_woodpecker,bird,train,0.467,0.519231,151,100,316,224,0.13115384615384615
red_headed_woodpecker_0034_182806,red_headed_woodpecker,bird,test,0.534574,0.525,87,138,315,387,0.3019787234042553
red_headed_woodpecker_0066_183322,red_headed_woodpecker,bird,train,0.37931,0.454,18,35,312,419,0.5190620689655172
red_headed_woodpecker_0081_182811,red_headed_woodpecker,bird,train,0.336,0.491477,5,78,331,268,0.3519318181818182
red_headed_woodpecker_0029_183337,red_headed_woodpecker,bird,test,0.473,0.528443,59,50,414,303,0.537814371257485
red_headed_woodpecker_0058_183086,red_headed_woodpecker,bird,test,0.53,0.524249,204,150,326,304,0.08678060046189376
red_headed_woodpecker_0045_182832,red_headed_woodpecker,bird,test,0.471751,0.522,0,81,334,441,0.679322033898305
red_headed_woodpecker_0042_182834,red_headed_woodpecker,bird,test,0.576119,0.557,132,192,254,365,0.12600597014925374
red_headed_woodpecker_0031_183096,red_headed_woodpecker,bird,test,0.41,0.61875,36,153,374,342,0.31941
red_headed_woodpecker_0086_182715,red_headed_woodpecker,bird,test,0.488,0.583565,187,99,301,320,0.14035654596100278
red_headed_woodpecker_0063_183358,red_headed_woodpecker,bird,train,0.459,0.520958,151,15,308,333,0.29895808383233535
red_headed_woodpecker_0065_182863,red_headed_woodpecker,bird,test,0.498503,0.568,25,107,308,461,0.5998922155688623
red_headed_woodpecker_0006_183383,red_headed_woodpecker,bird,test,0.56,0.537333,160,30,400,373,0.43904
red_headed_woodpecker_0109_183385,red_headed_woodpecker,bird,test,0.654959,0.562,201,67,433,495,0.41031404958677686
red_headed_woodpecker_0071_183132,red_headed_woodpecker,bird,train,0.64,0.436387,171,82,469,261,0.2714605597964377
red_headed_woodpecker_0012_183395,red_headed_woodpecker,bird,train,0.342711,0.490625,64,69,204,402,0.2484015345268542
red_headed_woodpecker_0044_183141,red_headed_woodpecker,bird,test,0.386,0.44709,85,87,301,251,0.18742857142857142
red_headed_woodpecker_0091_183144,red_headed_woodpecker,bird,test,0.481203,0.556,100,99,284,457,0.33018546365914786
red_headed_woodpecker_0094_183401,red_headed_woodpecker,bird,train,0.512,0.475787,156,41,356,352,0.30121065375302664
red_headed_woodpecker_0108_183403,red_headed_woodpecker,bird,train,0.312312,0.474,39,130,169,344,0.16708708708708708
red_headed_woodpecker_0068_183662,red_headed_woodpecker,bird,train,0.338,0.464,111,105,227,243,0.085376
red_headed_woodpecker_0049_183229,red_headed_woodpecker,bird,test,0.448179,0.503,53,163,267,340,0.2122016806722689
red_headed_woodpecker_0103_183571,red_headed_woodpecker,bird,train,0.395522,0.589,64,130,201,459,0.26909253731343286
red_headed_woodpecker_0097_182903,red_headed_woodpecker,bird,train,0.47973,0.486,38,136,317,350,0.32273513513513513
red_headed_woodpecker_0078_183427,red_headed_woodpecker,bird,train,0.512545,0.532,53,70,233,462,0.5058064516129033
red_headed_woodpecker_0095_183688,red_headed_woodpecker,bird,train,0.371,0.491686,88,49,283,365,0.2927315914489311
red_headed_woodpecker_0089_183435,red_headed_woodpecker,bird,test,0.5,0.56,108,84,264,476,0.3287741935483871
red_headed_woodpecker_0093_182925,red_headed_woodpecker,bird,test,0.425197,0.473,55,93,269,380,0.3224041994750656
red_headed_woodpecker_0014_183701,red_headed_woodpecker,bird,train,0.574,0.518414,216,45,358,321,0.22205099150141644
red_headed_woodpecker_0039_183446,red_headed_woodpecker,bird,test,0.477,0.548193,183,113,294,251,0.09227710843373493
red_headed_woodpecker_0021_183454,red_headed_woodpecker,bird,train,0.351351,0.528,40,124,194,404,0.258978978978979
red_headed_woodpecker_0018_183455,red_headed_woodpecker,bird,test,0.646,0.532857,264,72,382,301,0.15441142857142856
red_headed_woodpecker_0020_183255,red_headed_woodpecker,bird,train,0.650862,0.332494,196,53,408,211,0.18183792234864934
red_headed_woodpecker_0052_182702,red_headed_woodpecker,bird,train,0.397,0.568,58,72,339,354,0.422624
red_headed_woodpecker_0067_183710,red_headed_woodpecker,bird,test,0.386243,0.556,32,57,260,499,0.5332063492063492
red_headed_woodpecker_0032_182815,red_headed_woodpecker,bird,test,0.302,0.589333,1,105,301,337,0.3712
red_headed_woodpecker_0013_182721,red_headed_woodpecker,bird,train,0.538806,0.511,71,41,290,470,0.5609014925373135
red_headed_woodpecker_0057_183234,red_headed_woodpecker,bird,train,0.426,0.556886,143,103,283,269,0.1391616766467066
red_headed_woodpecker_0051_182724,red_headed_woodpecker,bird,test,0.478346,0.554775,46,71,197,324,0.42248739272759445
red_headed_woodpecker_0005_183414,red_headed_woodpecker,bird,train,0.413212,0.512,80,68,239,444,0.30976165803108807
red_headed_woodpecker_0007_182728,red_headed_woodpecker,bird,train,0.441,0.53125,115,101,326,324,0.235265
red_headed_woodpecker_0098_182732,red_headed_woodpecker,bird,train,0.472,0.556022,140,115,332,282,0.17963025210084033
red_headed_woodpecker_0088_183246,red_headed_woodpecker,bird,train,0.548387,0.466,114,118,328,348,0.2442679900744417
red_headed_woodpecker_0085_182703,red_headed_woodpecker,bird,test,0.506,0.567771,186,55,320,322,0.2155301204819277
red_headed_woodpecker_0055_183515,red_headed_woodpecker,bird,train,0.552553,0.529,101,156,267,373,0.21634834834834835
red_headed_woodpecker_0084_183004,red_headed_woodpecker,bird,test,0.583,0.462919,99,70,484,317,0.455
red_headed_woodpecker_0016_183007,red_headed_woodpecker,bird,train,0.37883,0.632,61,207,211,425,0.18217270194986074
